vid,pid,color,size,stock,price
1868,576,Red,M,10,200000
1869,1368,Red,M,10,200000
1870,1740,Red,M,10,200000
1871,1705,Red,M,10,200000
1872,1927,Red,M,10,200000
1873,1915,Red,M,10,200000
1874,1898,Red,M,10,200000
1875,391,Red,M,10,200000
1876,1765,Red,M,10,200000
1877,1963,Red,M,10,200000
1878,230,Red,M,10,200000
1879,1103,Red,M,10,200000
1880,1370,Red,M,10,200000
1881,879,Red,M,10,200000
1882,1386,Red,M,10,200000
1883,678,Red,M,10,200000
1884,1714,Red,M,10,200000
1885,1573,Red,M,10,200000
1886,5,Red,M,10,200000
1887,991,Red,M,10,200000
1888,1059,Red,M,10,200000
1889,1283,Red,M,10,200000
1890,971,Red,M,10,200000
1891,1402,Red,M,10,200000
1892,1514,Red,M,10,200000
1893,1835,Red,M,10,200000
1894,395,Red,M,10,200000
1895,1479,Red,M,10,200000
1896,1132,Red,M,10,200000
1897,445,Red,M,10,200000
1898,510,Red,M,10,200000
1899,1031,Red,M,10,200000
1900,1099,Red,M,10,200000
1901,183,Red,M,10,200000
1902,1065,Red,M,10,200000
1903,995,Red,M,10,200000
1904,968,Red,M,10,200000
1905,408,Red,M,10,200000
1906,351,Red,M,10,200000
1907,1526,Red,M,10,200000
1908,640,Red,M,10,200000
1909,1394,Red,M,10,200000
1910,775,Red,M,10,200000
1911,213,Red,M,10,200000
1912,340,Red,M,10,200000
1913,221,Red,M,10,200000
1914,1397,Red,M,10,200000
1915,592,Red,M,10,200000
1916,585,Red,M,10,200000
1917,488,Red,M,10,200000
1918,1783,Red,M,10,200000
1919,896,Red,M,10,200000
1920,1272,Red,M,10,200000
1921,698,Red,M,10,200000
1922,846,Red,M,10,200000
1923,1503,Red,M,10,200000
1924,546,Red,M,10,200000
1925,1895,Red,M,10,200000
1926,183,Red,M,10,200000
1927,1080,Red,M,10,200000
1928,532,Red,M,10,200000
1929,606,Red,M,10,200000
1930,1765,Red,M,10,200000
1931,323,Red,M,10,200000
1932,867,Red,M,10,200000
1933,1231,Red,M,10,200000
1934,637,Red,M,10,200000
1935,851,Red,M,10,200000
1936,1813,Red,M,10,200000
1937,554,Red,M,10,200000
1938,638,Red,M,10,200000
1939,1067,Red,M,10,200000
1940,812,Red,M,10,200000
1941,402,Red,M,10,200000
1942,1067,Red,M,10,200000
1943,1050,Red,M,10,200000
1944,303,Red,M,10,200000
1945,833,Red,M,10,200000
1946,374,Red,M,10,200000
1947,1864,Red,M,10,200000
1948,1046,Red,M,10,200000
1949,1333,Red,M,10,200000
1950,1450,Red,M,10,200000
1951,1320,Red,M,10,200000
1952,546,Red,M,10,200000
1953,1304,Red,M,10,200000
1954,949,Red,M,10,200000
1955,1421,Red,M,10,200000
1956,1030,Red,M,10,200000
1957,61,Red,M,10,200000
1958,448,Red,M,10,200000
1959,1737,Red,M,10,200000
1960,1670,Red,M,10,200000
1961,230,Red,M,10,200000
1962,1277,Red,M,10,200000
1963,689,Red,M,10,200000
1964,1851,Red,M,10,200000
1965,1507,Red,M,10,200000
1966,652,Red,M,10,200000
1967,284,Red,M,10,200000
1968,432,Red,M,10,200000
1969,1556,Red,M,10,200000
1970,25,Red,M,10,200000
1971,682,Red,M,10,200000
1972,605,Red,M,10,200000
1973,1824,Red,M,10,200000
1974,1238,Red,M,10,200000
1975,961,Red,M,10,200000
1976,1661,Red,M,10,200000
1977,1854,Red,M,10,200000
1978,1569,Red,M,10,200000
1979,1235,Red,M,10,200000
1980,174,Red,M,10,200000
1981,400,Red,M,10,200000
1982,1105,Red,M,10,200000
1983,1723,Red,M,10,200000
1984,1380,Red,M,10,200000
1985,960,Red,M,10,200000
1986,1714,Red,M,10,200000
1987,262,Red,M,10,200000
1988,1642,Red,M,10,200000
1989,835,Red,M,10,200000
1990,107,Red,M,10,200000
1991,575,Red,M,10,200000
1992,1094,Red,M,10,200000
1993,1530,Red,M,10,200000
1994,1960,Red,M,10,200000
1995,1555,Red,M,10,200000
1996,952,Red,M,10,200000
1997,839,Red,M,10,200000
1998,1113,Red,M,10,200000
1999,1891,Red,M,10,200000
2000,1087,Red,M,10,200000
2001,924,Red,M,10,200000
2002,1862,Red,M,10,200000
2003,1319,Red,M,10,200000
2004,872,Red,M,10,200000
2005,399,Red,M,10,200000
2006,989,Red,M,10,200000
2007,1215,Red,M,10,200000
2008,1044,Red,M,10,200000
2009,1418,Red,M,10,200000
2010,90,Red,M,10,200000
2011,1845,Red,M,10,200000
2012,100,Red,M,10,200000
2013,1966,Red,M,10,200000
2014,1922,Red,M,10,200000
2015,1631,Red,M,10,200000
2016,1364,Red,M,10,200000
2017,1336,Red,M,10,200000
2018,1723,Red,M,10,200000
2019,32,Red,M,10,200000
2020,497,Red,M,10,200000
2021,1468,Red,M,10,200000
2022,699,Red,M,10,200000
2023,654,Red,M,10,200000
2024,1736,Red,M,10,200000
2025,1326,Red,M,10,200000
2026,1276,Red,M,10,200000
2027,1182,Red,M,10,200000
2028,1069,Red,M,10,200000
2029,223,Red,M,10,200000
2030,297,Red,M,10,200000
2031,267,Red,M,10,200000
2032,916,Red,M,10,200000
2033,1140,Red,M,10,200000
2034,1864,Red,M,10,200000
2035,1606,Red,M,10,200000
2036,896,Red,M,10,200000
2037,307,Red,M,10,200000
2038,868,Red,M,10,200000
2039,1783,Red,M,10,200000
2040,1462,Red,M,10,200000
2041,583,Red,M,10,200000
2042,1958,Red,M,10,200000
2043,402,Red,M,10,200000
2044,653,Red,M,10,200000
2045,1362,Red,M,10,200000
2046,591,Red,M,10,200000
2047,1621,Red,M,10,200000
2048,388,Red,M,10,200000
2049,1506,Red,M,10,200000
2050,772,Red,M,10,200000
2051,1454,Red,M,10,200000
2052,1263,Red,M,10,200000
2053,908,Red,M,10,200000
2054,358,Red,M,10,200000
2055,1289,Red,M,10,200000
2056,1744,Red,M,10,200000
2057,1637,Red,M,10,200000
2058,588,Red,M,10,200000
2059,1990,Red,M,10,200000
2060,238,Red,M,10,200000
2061,736,Red,M,10,200000
2062,1408,Red,M,10,200000
2063,1497,Red,M,10,200000
2064,709,Red,M,10,200000
2065,1281,Red,M,10,200000
2066,1476,Red,M,10,200000
2067,923,Red,M,10,200000
2068,345,Red,M,10,200000
2069,272,Red,M,10,200000
2070,207,Red,M,10,200000
2071,542,Red,M,10,200000
2072,1096,Red,M,10,200000
2073,1322,Red,M,10,200000
2074,583,Red,M,10,200000
2075,1662,Red,M,10,200000
2076,268,Red,M,10,200000
2077,593,Red,M,10,200000
2078,1116,Red,M,10,200000
2079,659,Red,M,10,200000
2080,1897,Red,M,10,200000
2081,931,Red,M,10,200000
2082,1151,Red,M,10,200000
2083,691,Red,M,10,200000
2084,1529,Red,M,10,200000
2085,1336,Red,M,10,200000
2086,1917,Red,M,10,200000
2087,756,Red,M,10,200000
2088,385,Red,M,10,200000
2089,404,Red,M,10,200000
2090,1676,Red,M,10,200000
2091,1295,Red,M,10,200000
2092,1952,Red,M,10,200000
2093,1549,Red,M,10,200000
2094,193,Red,M,10,200000
2095,480,Red,M,10,200000
2096,964,Red,M,10,200000
2097,1527,Red,M,10,200000
2098,1068,Red,M,10,200000
2099,282,Red,M,10,200000
2100,1096,Red,M,10,200000
2101,1451,Red,M,10,200000
2102,1169,Red,M,10,200000
2103,1288,Red,M,10,200000
2104,542,Red,M,10,200000
2105,1910,Red,M,10,200000
2106,115,Red,M,10,200000
2107,1694,Red,M,10,200000
2108,1701,Red,M,10,200000
2109,446,Red,M,10,200000
2110,238,Red,M,10,200000
2111,749,Red,M,10,200000
2112,1399,Red,M,10,200000
2113,479,Red,M,10,200000
2114,1921,Red,M,10,200000
2115,549,Red,M,10,200000
2116,658,Red,M,10,200000
2117,1987,Red,M,10,200000
2118,1255,Red,M,10,200000
2119,373,Red,M,10,200000
2120,1681,Red,M,10,200000
2121,768,Red,M,10,200000
2122,1265,Red,M,10,200000
2123,1854,Red,M,10,200000
2124,838,Red,M,10,200000
2125,1466,Red,M,10,200000
2126,1697,Red,M,10,200000
2127,1445,Red,M,10,200000
2128,1782,Red,M,10,200000
2129,1674,Red,M,10,200000
2130,789,Red,M,10,200000
2131,1175,Red,M,10,200000
2132,1585,Red,M,10,200000
2133,1239,Red,M,10,200000
2134,751,Red,M,10,200000
2135,1576,Red,M,10,200000
2136,572,Red,M,10,200000
2137,1905,Red,M,10,200000
2138,669,Red,M,10,200000
2139,1396,Red,M,10,200000
2140,1661,Red,M,10,200000
2141,1021,Red,M,10,200000
2142,1145,Red,M,10,200000
2143,998,Red,M,10,200000
2144,1474,Red,M,10,200000
2145,601,Red,M,10,200000
2146,1743,Red,M,10,200000
2147,662,Red,M,10,200000
2148,31,Red,M,10,200000
2149,1809,Red,M,10,200000
2150,1398,Red,M,10,200000
2151,1901,Red,M,10,200000
2152,274,Red,M,10,200000
2153,1898,Red,M,10,200000
2154,1405,Red,M,10,200000
2155,1813,Red,M,10,200000
2156,228,Red,M,10,200000
2157,28,Red,M,10,200000
2158,1620,Red,M,10,200000
2159,1708,Red,M,10,200000
2160,1567,Red,M,10,200000
2161,77,Red,M,10,200000
2162,900,Red,M,10,200000
2163,1639,Red,M,10,200000
2164,1735,Red,M,10,200000
2165,584,Red,M,10,200000
2166,1836,Red,M,10,200000
2167,1730,Red,M,10,200000
2168,1286,Red,M,10,200000
2169,1693,Red,M,10,200000
2170,1849,Red,M,10,200000
2171,101,Red,M,10,200000
2172,535,Red,M,10,200000
2173,754,Red,M,10,200000
2174,817,Red,M,10,200000
2175,67,Red,M,10,200000
2176,1934,Red,M,10,200000
2177,1079,Red,M,10,200000
2178,108,Red,M,10,200000
2179,652,Red,M,10,200000
2180,531,Red,M,10,200000
2181,1942,Red,M,10,200000
2182,47,Red,M,10,200000
2183,1394,Red,M,10,200000
2184,89,Red,M,10,200000
2185,1913,Red,M,10,200000
2186,1174,Red,M,10,200000
2187,473,Red,M,10,200000
2188,383,Red,M,10,200000
2189,1078,Red,M,10,200000
2190,333,Red,M,10,200000
2191,392,Red,M,10,200000
2192,35,Red,M,10,200000
2193,246,Red,M,10,200000
2194,940,Red,M,10,200000
2195,1468,Red,M,10,200000
2196,526,Red,M,10,200000
2197,499,Red,M,10,200000
2198,1853,Red,M,10,200000
2199,1803,Red,M,10,200000
2200,1904,Red,M,10,200000
2201,463,Red,M,10,200000
2202,139,Red,M,10,200000
2203,837,Red,M,10,200000
2204,1800,Red,M,10,200000
2205,1745,Red,M,10,200000
2206,121,Red,M,10,200000
2207,1543,Red,M,10,200000
2208,1775,Red,M,10,200000
2209,507,Red,M,10,200000
2210,427,Red,M,10,200000
2211,266,Red,M,10,200000
2212,882,Red,M,10,200000
2213,663,Red,M,10,200000
2214,165,Red,M,10,200000
2215,472,Red,M,10,200000
2216,651,Red,M,10,200000
2217,1871,Red,M,10,200000
2218,1871,Red,M,10,200000
2219,511,Red,M,10,200000
2220,1659,Red,M,10,200000
2221,1900,Red,M,10,200000
2222,225,Red,M,10,200000
2223,269,Red,M,10,200000
2224,1094,Red,M,10,200000
2225,1735,Red,M,10,200000
2226,1553,Red,M,10,200000
2227,1227,Red,M,10,200000
2228,26,Red,M,10,200000
2229,1019,Red,M,10,200000
2230,950,Red,M,10,200000
2231,1223,Red,M,10,200000
2232,1357,Red,M,10,200000
2233,1211,Red,M,10,200000
2234,1064,Red,M,10,200000
2235,1673,Red,M,10,200000
2236,467,Red,M,10,200000
2237,1103,Red,M,10,200000
2238,1670,Red,M,10,200000
2239,1831,Red,M,10,200000
2240,857,Red,M,10,200000
2241,1002,Red,M,10,200000
2242,1171,Red,M,10,200000
2243,1780,Red,M,10,200000
2244,1009,Red,M,10,200000
2245,1223,Red,M,10,200000
2246,1149,Red,M,10,200000
2247,1811,Red,M,10,200000
2248,762,Red,M,10,200000
2249,1026,Red,M,10,200000
2250,124,Red,M,10,200000
2251,489,Red,M,10,200000
2252,219,Red,M,10,200000
2253,1763,Red,M,10,200000
2254,516,Red,M,10,200000
2255,208,Red,M,10,200000
2256,731,Red,M,10,200000
2257,1172,Red,M,10,200000
2258,1031,Red,M,10,200000
2259,1128,Red,M,10,200000
2260,1472,Red,M,10,200000
2261,1252,Red,M,10,200000
2262,714,Red,M,10,200000
2263,1449,Red,M,10,200000
2264,227,Red,M,10,200000
2265,756,Red,M,10,200000
2266,1458,Red,M,10,200000
2267,19,Red,M,10,200000
2268,508,Red,M,10,200000
2269,255,Red,M,10,200000
2270,651,Red,M,10,200000
2271,22,Red,M,10,200000
2272,1744,Red,M,10,200000
2273,407,Red,M,10,200000
2274,741,Red,M,10,200000
2275,445,Red,M,10,200000
2276,1651,Red,M,10,200000
2277,154,Red,M,10,200000
2278,843,Red,M,10,200000
2279,1829,Red,M,10,200000
2280,1147,Red,M,10,200000
2281,1044,Red,M,10,200000
2282,1425,Red,M,10,200000
2283,764,Red,M,10,200000
2284,99,Red,M,10,200000
2285,141,Red,M,10,200000
2286,1161,Red,M,10,200000
2287,517,Red,M,10,200000
2288,1368,Red,M,10,200000
2289,1587,Red,M,10,200000
2290,514,Red,M,10,200000
2291,872,Red,M,10,200000
2292,52,Red,M,10,200000
2293,1042,Red,M,10,200000
2294,1598,Red,M,10,200000
2295,741,Red,M,10,200000
2296,420,Red,M,10,200000
2297,1152,Red,M,10,200000
2298,735,Red,M,10,200000
2299,1257,Red,M,10,200000
2300,1080,Red,M,10,200000
2301,966,Red,M,10,200000
2302,1901,Red,M,10,200000
2303,1929,Red,M,10,200000
2304,87,Red,M,10,200000
2305,904,Red,M,10,200000
2306,1094,Red,M,10,200000
2307,11,Red,M,10,200000
2308,1821,Red,M,10,200000
2309,1045,Red,M,10,200000
2310,3,Red,M,10,200000
2311,1701,Red,M,10,200000
2312,930,Red,M,10,200000
2313,1369,Red,M,10,200000
2314,1938,Red,M,10,200000
2315,509,Red,M,10,200000
2316,1223,Red,M,10,200000
2317,1296,Red,M,10,200000
2318,1653,Red,M,10,200000
2319,1583,Red,M,10,200000
2320,1680,Red,M,10,200000
2321,678,Red,M,10,200000
2322,375,Red,M,10,200000
2323,765,Red,M,10,200000
2324,1496,Red,M,10,200000
2325,554,Red,M,10,200000
2326,406,Red,M,10,200000
2327,1104,Red,M,10,200000
2328,1142,Red,M,10,200000
2329,97,Red,M,10,200000
2330,146,Red,M,10,200000
2331,1597,Red,M,10,200000
2332,667,Red,M,10,200000
2333,1558,Red,M,10,200000
2334,1008,Red,M,10,200000
2335,563,Red,M,10,200000
2336,1524,Red,M,10,200000
2337,1231,Red,M,10,200000
2338,1355,Red,M,10,200000
2339,1601,Red,M,10,200000
2340,1698,Red,M,10,200000
2341,555,Red,M,10,200000
2342,792,Red,M,10,200000
2343,389,Red,M,10,200000
2344,1651,Red,M,10,200000
2345,487,Red,M,10,200000
2346,1908,Red,M,10,200000
2347,1774,Red,M,10,200000
2348,364,Red,M,10,200000
2349,416,Red,M,10,200000
2350,188,Red,M,10,200000
2351,483,Red,M,10,200000
2352,70,Red,M,10,200000
2353,578,Red,M,10,200000
2354,792,Red,M,10,200000
2355,1228,Red,M,10,200000
2356,83,Red,M,10,200000
2357,175,Red,M,10,200000
2358,1782,Red,M,10,200000
2359,1342,Red,M,10,200000
2360,1419,Red,M,10,200000
2361,1100,Red,M,10,200000
2362,335,Red,M,10,200000
2363,1989,Red,M,10,200000
2364,23,Red,M,10,200000
2365,1269,Red,M,10,200000
2366,119,Red,M,10,200000
2367,905,Red,M,10,200000
2368,1705,Red,M,10,200000
2369,1665,Red,M,10,200000
2370,1686,Red,M,10,200000
2371,1299,Red,M,10,200000
2372,310,Red,M,10,200000
2373,1904,Red,M,10,200000
2374,782,Red,M,10,200000
2375,121,Red,M,10,200000
2376,657,Red,M,10,200000
2377,1152,Red,M,10,200000
2378,985,Red,M,10,200000
2379,789,Red,M,10,200000
2380,1590,Red,M,10,200000
2381,1391,Red,M,10,200000
2382,1153,Red,M,10,200000
2383,1236,Red,M,10,200000
2384,1967,Red,M,10,200000
2385,1963,Red,M,10,200000
2386,219,Red,M,10,200000
2387,394,Red,M,10,200000
2388,1510,Red,M,10,200000
2389,213,Red,M,10,200000
2390,113,Red,M,10,200000
2391,290,Red,M,10,200000
2392,1512,Red,M,10,200000
2393,645,Red,M,10,200000
2394,1594,Red,M,10,200000
2395,963,Red,M,10,200000
2396,1042,Red,M,10,200000
2397,198,Red,M,10,200000
2398,856,Red,M,10,200000
2399,639,Red,M,10,200000
2400,251,Red,M,10,200000
2401,850,Red,M,10,200000
2402,1981,Red,M,10,200000
2403,629,Red,M,10,200000
2404,1118,Red,M,10,200000
2405,1416,Red,M,10,200000
2406,43,Red,M,10,200000
2407,486,Red,M,10,200000
2408,1682,Red,M,10,200000
2409,1177,Red,M,10,200000
2410,695,Red,M,10,200000
2411,884,Red,M,10,200000
2412,1879,Red,M,10,200000
2413,179,Red,M,10,200000
2414,745,Red,M,10,200000
2415,903,Red,M,10,200000
2416,1936,Red,M,10,200000
2417,949,Red,M,10,200000
2418,275,Red,M,10,200000
2419,1497,Red,M,10,200000
2420,231,Red,M,10,200000
2421,577,Red,M,10,200000
2422,267,Red,M,10,200000
2423,401,Red,M,10,200000
2424,769,Red,M,10,200000
2425,399,Red,M,10,200000
2426,1815,Red,M,10,200000
2427,1453,Red,M,10,200000
2428,64,Red,M,10,200000
2429,110,Red,M,10,200000
2430,1444,Red,M,10,200000
2431,1416,Red,M,10,200000
2432,79,Red,M,10,200000
2433,1733,Red,M,10,200000
2434,115,Red,M,10,200000
2435,1147,Red,M,10,200000
2436,29,Red,M,10,200000
2437,776,Red,M,10,200000
2438,321,Red,M,10,200000
2439,1663,Red,M,10,200000
2440,201,Red,M,10,200000
2441,646,Red,M,10,200000
2442,1745,Red,M,10,200000
2443,1713,Red,M,10,200000
2444,822,Red,M,10,200000
2445,367,Red,M,10,200000
2446,664,Red,M,10,200000
2447,1695,Red,M,10,200000
2448,91,Red,M,10,200000
2449,339,Red,M,10,200000
2450,1108,Red,M,10,200000
2451,1903,Red,M,10,200000
2452,1082,Red,M,10,200000
2453,118,Red,M,10,200000
2454,1562,Red,M,10,200000
2455,558,Red,M,10,200000
2456,1290,Red,M,10,200000
2457,431,Red,M,10,200000
2458,683,Red,M,10,200000
2459,805,Red,M,10,200000
2460,164,Red,M,10,200000
2461,832,Red,M,10,200000
2462,370,Red,M,10,200000
2463,1976,Red,M,10,200000
2464,759,Red,M,10,200000
2465,768,Red,M,10,200000
2466,652,Red,M,10,200000
2467,873,Red,M,10,200000
2468,968,Red,M,10,200000
2469,691,Red,M,10,200000
2470,1316,Red,M,10,200000
2471,1337,Red,M,10,200000
2472,1977,Red,M,10,200000
2473,1515,Red,M,10,200000
2474,603,Red,M,10,200000
2475,335,Red,M,10,200000
2476,1716,Red,M,10,200000
2477,1160,Red,M,10,200000
2478,769,Red,M,10,200000
2479,1505,Red,M,10,200000
2480,741,Red,M,10,200000
2481,1067,Red,M,10,200000
2482,370,Red,M,10,200000
2483,1566,Red,M,10,200000
2484,306,Red,M,10,200000
2485,1016,Red,M,10,200000
2486,320,Red,M,10,200000
2487,654,Red,M,10,200000
2488,1463,Red,M,10,200000
2489,522,Red,M,10,200000
2490,616,Red,M,10,200000
2491,1809,Red,M,10,200000
2492,242,Red,M,10,200000
2493,1376,Red,M,10,200000
2494,372,Red,M,10,200000
2495,1780,Red,M,10,200000
2496,200,Red,M,10,200000
2497,213,Red,M,10,200000
2498,301,Red,M,10,200000
2499,483,Red,M,10,200000
2500,1522,Red,M,10,200000
2501,1565,Red,M,10,200000
2502,1754,Red,M,10,200000
2503,280,Red,M,10,200000
2504,279,Red,M,10,200000
2505,107,Red,M,10,200000
2506,569,Red,M,10,200000
2507,353,Red,M,10,200000
2508,1927,Red,M,10,200000
2509,1680,Red,M,10,200000
2510,633,Red,M,10,200000
2511,1632,Red,M,10,200000
2512,626,Red,M,10,200000
2513,927,Red,M,10,200000
2514,786,Red,M,10,200000
2515,1948,Red,M,10,200000
2516,1571,Red,M,10,200000
2517,11,Red,M,10,200000
2518,1441,Red,M,10,200000
2519,1284,Red,M,10,200000
2520,12,Red,M,10,200000
2521,481,Red,M,10,200000
2522,1364,Red,M,10,200000
2523,340,Red,M,10,200000
2524,271,Red,M,10,200000
2525,546,Red,M,10,200000
2526,1310,Red,M,10,200000
2527,864,Red,M,10,200000
2528,1302,Red,M,10,200000
2529,1833,Red,M,10,200000
2530,1928,Red,M,10,200000
2531,749,Red,M,10,200000
2532,735,Red,M,10,200000
2533,875,Red,M,10,200000
2534,837,Red,M,10,200000
2535,1727,Red,M,10,200000
2536,744,Red,M,10,200000
2537,348,Red,M,10,200000
2538,1872,Red,M,10,200000
2539,1869,Red,M,10,200000
2540,67,Red,M,10,200000
2541,1341,Red,M,10,200000
2542,1939,Red,M,10,200000
2543,1393,Red,M,10,200000
2544,1030,Red,M,10,200000
2545,1747,Red,M,10,200000
2546,1782,Red,M,10,200000
2547,1899,Red,M,10,200000
2548,930,Red,M,10,200000
2549,676,Red,M,10,200000
2550,675,Red,M,10,200000
2551,1909,Red,M,10,200000
2552,1085,Red,M,10,200000
2553,1403,Red,M,10,200000
2554,530,Red,M,10,200000
2555,1073,Red,M,10,200000
2556,862,Red,M,10,200000
2557,1099,Red,M,10,200000
2558,1254,Red,M,10,200000
2559,1967,Red,M,10,200000
2560,1636,Red,M,10,200000
2561,1327,Red,M,10,200000
2562,1571,Red,M,10,200000
2563,331,Red,M,10,200000
2564,852,Red,M,10,200000
2565,1776,Red,M,10,200000
2566,1914,Red,M,10,200000
2567,723,Red,M,10,200000
2568,206,Red,M,10,200000
2569,368,Red,M,10,200000
2570,1666,Red,M,10,200000
2571,1478,Red,M,10,200000
2572,1707,Red,M,10,200000
2573,67,Red,M,10,200000
2574,133,Red,M,10,200000
2575,1815,Red,M,10,200000
2576,420,Red,M,10,200000
2577,669,Red,M,10,200000
2578,1028,Red,M,10,200000
2579,353,Red,M,10,200000
2580,994,Red,M,10,200000
2581,1942,Red,M,10,200000
2582,600,Red,M,10,200000
2583,836,Red,M,10,200000
2584,333,Red,M,10,200000
2585,1194,Red,M,10,200000
2586,1862,Red,M,10,200000
2587,1342,Red,M,10,200000
2588,1827,Red,M,10,200000
2589,670,Red,M,10,200000
2590,1614,Red,M,10,200000
2591,1238,Red,M,10,200000
2592,1624,Red,M,10,200000
2593,989,Red,M,10,200000
2594,352,Red,M,10,200000
2595,1521,Red,M,10,200000
2596,740,Red,M,10,200000
2597,1840,Red,M,10,200000
2598,764,Red,M,10,200000
2599,199,Red,M,10,200000
2600,1774,Red,M,10,200000
2601,1020,Red,M,10,200000
2602,1893,Red,M,10,200000
2603,495,Red,M,10,200000
2604,755,Red,M,10,200000
2605,1860,Red,M,10,200000
2606,1728,Red,M,10,200000
2607,215,Red,M,10,200000
2608,514,Red,M,10,200000
2609,207,Red,M,10,200000
2610,143,Red,M,10,200000
2611,1392,Red,M,10,200000
2612,519,Red,M,10,200000
2613,133,Red,M,10,200000
2614,1556,Red,M,10,200000
2615,966,Red,M,10,200000
2616,1090,Red,M,10,200000
2617,228,Red,M,10,200000
2618,772,Red,M,10,200000
2619,718,Red,M,10,200000
2620,1171,Red,M,10,200000
2621,143,Red,M,10,200000
2622,1099,Red,M,10,200000
2623,1912,Red,M,10,200000
2624,1045,Red,M,10,200000
2625,741,Red,M,10,200000
2626,1397,Red,M,10,200000
2627,691,Red,M,10,200000
2628,1508,Red,M,10,200000
2629,79,Red,M,10,200000
2630,448,Red,M,10,200000
2631,1135,Red,M,10,200000
2632,332,Red,M,10,200000
2633,467,Red,M,10,200000
2634,1388,Red,M,10,200000
2635,1470,Red,M,10,200000
2636,655,Red,M,10,200000
2637,1894,Red,M,10,200000
2638,1595,Red,M,10,200000
2639,1972,Red,M,10,200000
2640,1795,Red,M,10,200000
2641,207,Red,M,10,200000
2642,1019,Red,M,10,200000
2643,1070,Red,M,10,200000
2644,1574,Red,M,10,200000
2645,1270,Red,M,10,200000
2646,1693,Red,M,10,200000
2647,1359,Red,M,10,200000
2648,1294,Red,M,10,200000
2649,811,Red,M,10,200000
2650,673,Red,M,10,200000
2651,965,Red,M,10,200000
2652,482,Red,M,10,200000
2653,674,Red,M,10,200000
2654,528,Red,M,10,200000
2655,217,Red,M,10,200000
2656,1918,Red,M,10,200000
2657,1164,Red,M,10,200000
2658,1301,Red,M,10,200000
2659,341,Red,M,10,200000
2660,23,Red,M,10,200000
2661,1506,Red,M,10,200000
2662,537,Red,M,10,200000
2663,1105,Red,M,10,200000
2664,172,Red,M,10,200000
2665,218,Red,M,10,200000
2666,1963,Red,M,10,200000
2667,1974,Red,M,10,200000
2668,1828,Red,M,10,200000
2669,220,Red,M,10,200000
2670,120,Red,M,10,200000
2671,723,Red,M,10,200000
2672,922,Red,M,10,200000
2673,206,Red,M,10,200000
2674,556,Red,M,10,200000
2675,1902,Red,M,10,200000
2676,1986,Red,M,10,200000
2677,1692,Red,M,10,200000
2678,309,Red,M,10,200000
2679,1858,Red,M,10,200000
2680,1703,Red,M,10,200000
2681,1347,Red,M,10,200000
2682,1727,Red,M,10,200000
2683,774,Red,M,10,200000
2684,770,Red,M,10,200000
2685,28,Red,M,10,200000
2686,466,Red,M,10,200000
2687,735,Red,M,10,200000
2688,537,Red,M,10,200000
2689,1142,Red,M,10,200000
2690,1765,Red,M,10,200000
2691,796,Red,M,10,200000
2692,1458,Red,M,10,200000
2693,924,Red,M,10,200000
2694,445,Red,M,10,200000
2695,78,Red,M,10,200000
2696,1410,Red,M,10,200000
2697,1238,Red,M,10,200000
2698,390,Red,M,10,200000
2699,1979,Red,M,10,200000
2700,1542,Red,M,10,200000
2701,187,Red,M,10,200000
2702,348,Red,M,10,200000
2703,1864,Red,M,10,200000
2704,317,Red,M,10,200000
2705,67,Red,M,10,200000
2706,470,Red,M,10,200000
2707,515,Red,M,10,200000
2708,672,Red,M,10,200000
2709,475,Red,M,10,200000
2710,560,Red,M,10,200000
2711,1299,Red,M,10,200000
2712,1551,Red,M,10,200000
2713,210,Red,M,10,200000
2714,1940,Red,M,10,200000
2715,1943,Red,M,10,200000
2716,458,Red,M,10,200000
2717,1696,Red,M,10,200000
2718,901,Red,M,10,200000
2719,315,Red,M,10,200000
2720,824,Red,M,10,200000
2721,1255,Red,M,10,200000
2722,151,Red,M,10,200000
2723,1258,Red,M,10,200000
2724,1735,Red,M,10,200000
2725,257,Red,M,10,200000
2726,542,Red,M,10,200000
2727,1085,Red,M,10,200000
2728,289,Red,M,10,200000
2729,553,Red,M,10,200000
2730,593,Red,M,10,200000
2731,513,Red,M,10,200000
2732,712,Red,M,10,200000
2733,421,Red,M,10,200000
2734,1834,Red,M,10,200000
2735,1062,Red,M,10,200000
2736,1038,Red,M,10,200000
2737,1937,Red,M,10,200000
2738,1054,Red,M,10,200000
2739,275,Red,M,10,200000
2740,1187,Red,M,10,200000
2741,1239,Red,M,10,200000
2742,756,Red,M,10,200000
2743,1127,Red,M,10,200000
2744,1611,Red,M,10,200000
2745,1946,Red,M,10,200000
2746,195,Red,M,10,200000
2747,1611,Red,M,10,200000
2748,523,Red,M,10,200000
2749,499,Red,M,10,200000
2750,1148,Red,M,10,200000
2751,884,Red,M,10,200000
2752,128,Red,M,10,200000
2753,738,Red,M,10,200000
2754,81,Red,M,10,200000
2755,164,Red,M,10,200000
2756,1821,Red,M,10,200000
2757,166,Red,M,10,200000
2758,320,Red,M,10,200000
2759,1535,Red,M,10,200000
2760,1807,Red,M,10,200000
2761,1351,Red,M,10,200000
2762,1745,Red,M,10,200000
2763,955,Red,M,10,200000
2764,1374,Red,M,10,200000
2765,1744,Red,M,10,200000
2766,936,Red,M,10,200000
2767,1377,Red,M,10,200000
2768,1010,Red,M,10,200000
2769,11,Red,M,10,200000
