id,oid,vid,qty
12329,9705,2789,1
12330,10842,234,1
12331,4239,2731,1
12332,2819,1269,1
12333,14732,4343,1
12334,14584,2905,1
12335,6703,370,1
12336,4490,3169,1
12337,10348,4648,1
12338,2774,3937,1
12339,4441,3226,1
12340,2507,3437,1
12341,13504,159,1
12342,1056,3470,1
12343,10227,4711,1
12344,4571,3562,1
12345,12382,2230,1
12346,11043,3414,1
12347,5326,2650,1
12348,13551,4955,1
12349,13296,1121,1
12350,10583,2147,1
12351,13260,3481,1
12352,5128,502,1
12353,6127,4253,1
12354,13078,4213,1
12355,14320,1769,1
12356,713,506,1
12357,9474,1547,1
12358,8146,1466,1
12359,14208,3782,1
12360,5343,4929,1
12361,3392,3716,1
12362,938,4224,1
12363,9150,1559,1
12364,10128,4365,1
12365,11161,2452,1
12366,6093,3463,1
12367,1026,236,1
12368,12940,2227,1
12369,6912,4400,1
12370,10948,856,1
12371,3313,3409,1
12372,11255,2493,1
12373,9619,1362,1
12374,13036,482,1
12375,7553,3034,1
12376,8668,3833,1
12377,1721,850,1
12378,5033,858,1
12379,4618,4575,1
12380,2450,3693,1
12381,10802,3748,1
12382,14260,688,1
12383,10509,4879,1
12384,7619,1901,1
12385,10019,3502,1
12386,822,4230,1
12387,704,1446,1
12388,1632,4640,1
12389,2319,2080,1
12390,474,1337,1
12391,3656,464,1
12392,8517,3616,1
12393,11070,2148,1
12394,6606,2768,1
12395,10790,4653,1
12396,2267,2816,1
12397,857,1597,1
12398,14306,186,1
12399,5178,3581,1
12400,11128,3878,1
12401,5595,17,1
12402,3286,4202,1
12403,13002,2299,1
12404,6248,1040,1
12405,401,745,1
12406,1440,4780,1
12407,5539,676,1
12408,7975,1776,1
12409,5858,1854,1
12410,2843,766,1
12411,1494,2711,1
12412,9348,762,1
12413,1672,3963,1
12414,12337,2762,1
12415,13308,3059,1
12416,13168,2906,1
12417,13005,4695,1
12418,6882,1640,1
12419,14114,4269,1
12420,2100,609,1
12421,11966,4297,1
12422,1930,2078,1
12423,1518,1658,1
12424,12822,711,1
12425,14667,3180,1
12426,6334,26,1
12427,2055,3118,1
12428,8628,2007,1
12429,6988,3050,1
12430,10447,4675,1
12431,104,2381,1
12432,630,4231,1
12433,3669,4107,1
12434,14733,1957,1
12435,13141,4344,1
12436,13632,4503,1
12437,12970,1717,1
12438,7156,2923,1
12439,6931,2829,1
12440,10965,4999,1
12441,13467,2938,1
12442,5258,4965,1
12443,13476,457,1
12444,12693,1347,1
12445,9513,4823,1
12446,7414,3362,1
12447,1785,1702,1
12448,7055,1568,1
12449,12310,3937,1
12450,4978,4972,1
12451,14461,2992,1
12452,13863,4094,1
12453,14361,1439,1
12454,13930,2064,1
12455,1048,2817,1
12456,1969,4109,1
12457,14935,893,1
12458,1554,965,1
12459,11313,3810,1
12460,1595,2666,1
12461,3442,2005,1
12462,4044,498,1
12463,2651,3787,1
12464,5262,3297,1
12465,9382,2213,1
12466,5095,3994,1
12467,12736,240,1
12468,5093,1329,1
12469,12734,2629,1
12470,9816,2433,1
12471,7448,4988,1
12472,11357,3005,1
12473,3907,1319,1
12474,12924,2685,1
12475,8483,22,1
12476,315,871,1
12477,6285,1975,1
12478,7123,991,1
12479,14114,2048,1
12480,5800,2877,1
12481,10415,2827,1
12482,13127,4178,1
12483,13441,684,1
12484,7232,4526,1
12485,6079,1442,1
12486,13170,1464,1
12487,10808,3640,1
12488,9605,2763,1
12489,8379,2118,1
12490,4563,26,1
12491,8165,849,1
12492,14352,1656,1
12493,13700,3963,1
12494,2353,798,1
12495,12114,2184,1
12496,5457,2482,1
12497,10606,3871,1
12498,3341,2144,1
12499,1837,4658,1
12500,697,1672,1
12501,13038,4794,1
12502,9540,1211,1
12503,11346,945,1
12504,3335,1387,1
12505,6778,2893,1
12506,7435,3399,1
12507,11995,4198,1
12508,11751,3199,1
12509,12980,1261,1
12510,11841,2018,1
12511,6632,3176,1
12512,4292,4906,1
12513,5103,1798,1
12514,7855,4465,1
12515,2599,748,1
12516,191,4570,1
12517,4967,3585,1
12518,5714,294,1
12519,3380,1572,1
12520,12284,1393,1
12521,7133,176,1
12522,12760,3528,1
12523,2001,2786,1
12524,2716,162,1
12525,5617,1791,1
12526,10286,4928,1
12527,13511,1748,1
12528,9493,178,1
12529,13453,1339,1
12530,8624,2536,1
12531,12347,3942,1
12532,9795,1849,1
12533,12328,4780,1
12534,10129,996,1
12535,5593,1157,1
12536,14155,1649,1
12537,8736,1084,1
12538,6965,2322,1
12539,1476,528,1
12540,11066,4211,1
12541,270,462,1
12542,5478,4179,1
12543,4860,1311,1
12544,14233,3966,1
12545,14886,4770,1
12546,9868,785,1
12547,3245,126,1
12548,3948,1458,1
12549,12235,1181,1
12550,9163,2793,1
12551,13654,3816,1
12552,4285,3406,1
12553,8127,1003,1
12554,8392,160,1
12555,4591,3645,1
12556,11117,4543,1
12557,12528,1223,1
12558,10844,1936,1
12559,14465,2086,1
12560,14164,2035,1
12561,11804,1119,1
12562,5047,729,1
12563,4218,3494,1
12564,2035,671,1
12565,12926,1010,1
12566,4797,4546,1
12567,2254,2152,1
12568,3073,3166,1
12569,5277,3771,1
12570,13644,1423,1
12571,10358,853,1
12572,9106,3587,1
12573,11955,3733,1
12574,4076,3290,1
12575,844,4221,1
12576,3505,274,1
12577,9932,2014,1
12578,12381,1196,1
12579,14460,2082,1
12580,10215,589,1
12581,1267,990,1
12582,8972,2306,1
12583,1253,362,1
12584,12001,675,1
12585,3967,3175,1
12586,2325,4266,1
12587,7221,2860,1
12588,12205,2697,1
12589,12155,2444,1
12590,13217,4557,1
12591,11248,3567,1
12592,12828,4714,1
12593,1393,1403,1
12594,866,3988,1
12595,4978,2695,1
12596,1450,1256,1
12597,12182,4237,1
12598,3490,2677,1
12599,5431,1722,1
12600,9705,4299,1
12601,9377,187,1
12602,10607,398,1
12603,14697,4061,1
12604,14505,1150,1
12605,6492,1520,1
12606,3009,742,1
12607,4658,4105,1
12608,83,4934,1
12609,665,3931,1
12610,3074,2352,1
12611,14837,3409,1
12612,6288,44,1
12613,589,3139,1
12614,2036,2480,1
12615,7401,4171,1
12616,6934,3688,1
12617,6095,3155,1
12618,11014,453,1
12619,11053,3540,1
12620,11411,3493,1
12621,7641,2829,1
12622,8159,3992,1
12623,5733,2486,1
12624,199,1106,1
12625,10758,296,1
12626,10081,3241,1
12627,7211,1828,1
12628,6990,3237,1
12629,1314,556,1
12630,2735,4630,1
12631,3182,1506,1
12632,13963,767,1
12633,14693,4795,1
12634,782,1262,1
12635,6278,3807,1
12636,7350,3180,1
12637,912,2760,1
12638,13759,1631,1
12639,3157,172,1
12640,518,3369,1
12641,8221,736,1
12642,5195,3213,1
12643,1895,4563,1
12644,12799,2358,1
12645,458,3309,1
12646,653,2084,1
12647,5530,2386,1
12648,10965,1260,1
12649,1142,791,1
12650,11691,2762,1
12651,7438,2888,1
12652,3375,1854,1
12653,4226,4531,1
12654,11149,4368,1
12655,4070,3629,1
12656,4924,2793,1
12657,4314,3318,1
12658,8868,1768,1
12659,14909,707,1
12660,6680,4109,1
12661,681,3169,1
12662,13836,2461,1
12663,10337,1713,1
12664,8536,1291,1
12665,5080,68,1
12666,10641,3984,1
12667,13387,1332,1
12668,4713,4638,1
12669,11878,4740,1
12670,3349,430,1
12671,1413,2533,1
12672,3797,892,1
12673,10816,766,1
12674,8632,604,1
12675,5114,3696,1
12676,11973,3156,1
12677,13059,4475,1
12678,758,3566,1
12679,9968,4280,1
12680,8471,1288,1
12681,14148,4501,1
12682,6165,4745,1
12683,5097,3638,1
12684,2929,418,1
12685,8055,4862,1
12686,1347,1638,1
12687,5061,89,1
12688,3491,2088,1
12689,7013,4397,1
12690,12643,744,1
12691,8720,2293,1
12692,8089,3257,1
12693,14499,3161,1
12694,14553,2698,1
12695,14538,3230,1
12696,11462,1439,1
12697,12729,4357,1
12698,10401,1419,1
12699,1154,1763,1
12700,13850,3244,1
12701,10080,4413,1
12702,7531,4995,1
12703,6002,3773,1
12704,11229,1607,1
12705,5083,1989,1
12706,953,3797,1
12707,13118,2135,1
12708,3553,158,1
12709,8206,2678,1
12710,5823,3749,1
12711,668,1997,1
12712,7467,2155,1
12713,1210,474,1
12714,6882,1401,1
12715,9020,4943,1
12716,8753,4145,1
12717,1430,1645,1
12718,6585,3922,1
12719,14712,4829,1
12720,2749,3086,1
12721,10599,1012,1
12722,6207,2457,1
12723,14533,3689,1
12724,12952,3776,1
12725,11056,4039,1
12726,14526,3908,1
12727,880,3354,1
12728,7327,146,1
12729,13698,272,1
12730,11484,2712,1
12731,6850,2405,1
12732,2257,822,1
12733,1757,2378,1
12734,4753,3654,1
12735,12444,3316,1
12736,3487,801,1
12737,9260,3485,1
12738,4895,544,1
12739,9475,369,1
12740,13530,4988,1
12741,6725,2886,1
12742,8680,978,1
12743,11420,2080,1
12744,10848,1254,1
12745,1814,2393,1
12746,5259,1899,1
12747,8,3346,1
12748,13887,2461,1
12749,13449,4481,1
12750,3328,4931,1
12751,1433,967,1
12752,8872,2820,1
12753,6848,3899,1
12754,14798,4565,1
12755,7843,3872,1
12756,12173,3324,1
12757,3433,3793,1
12758,6611,1124,1
12759,12475,4597,1
12760,9770,4037,1
12761,8274,186,1
12762,4364,4647,1
12763,2995,3570,1
12764,8639,19,1
12765,7085,2780,1
12766,6576,502,1
12767,6131,4057,1
12768,1379,2027,1
12769,10005,2429,1
12770,11633,2132,1
12771,7521,3461,1
12772,3250,4949,1
12773,4327,235,1
12774,4666,3173,1
12775,10466,1282,1
12776,14360,513,1
12777,9258,2864,1
12778,4161,2927,1
12779,4454,2784,1
12780,13508,2972,1
12781,14782,569,1
12782,12414,730,1
12783,8359,2455,1
12784,5765,3194,1
12785,8888,780,1
12786,7418,1890,1
12787,514,3682,1
12788,512,1818,1
12789,596,3551,1
12790,2649,2937,1
12791,4627,1830,1
12792,4095,4415,1
12793,9681,2798,1
12794,11903,3095,1
12795,14485,3689,1
12796,4786,2068,1
12797,2304,3707,1
12798,14406,4852,1
12799,240,3021,1
12800,12002,4964,1
12801,13757,1453,1
12802,4686,3002,1
12803,3928,2916,1
12804,14016,4361,1
12805,8164,1771,1
12806,14195,4909,1
12807,11476,3563,1
12808,66,4851,1
12809,5620,904,1
12810,2107,4588,1
12811,7868,3201,1
12812,12262,846,1
12813,4727,1446,1
12814,5028,2687,1
12815,14834,1606,1
12816,2205,1255,1
12817,1672,4237,1
12818,12538,208,1
12819,14673,2670,1
12820,6521,1821,1
12821,11707,123,1
12822,7566,452,1
12823,11809,1566,1
12824,10662,3817,1
12825,1271,50,1
12826,5503,4969,1
12827,12576,211,1
12828,13780,2624,1
12829,14391,4319,1
12830,10389,111,1
12831,14425,1167,1
12832,394,3381,1
12833,7132,2454,1
12834,11776,4921,1
12835,12649,805,1
12836,8965,1810,1
12837,4828,465,1
12838,973,947,1
12839,2340,1242,1
12840,8438,2773,1
12841,7246,4256,1
12842,13929,4227,1
12843,13916,1556,1
12844,11575,3004,1
12845,14163,4688,1
12846,10267,2817,1
12847,13802,1180,1
12848,711,252,1
12849,5118,4158,1
12850,414,3112,1
12851,1298,2805,1
12852,14056,1299,1
12853,7276,2819,1
12854,620,3501,1
12855,9067,4980,1
12856,9319,3475,1
12857,1109,2271,1
12858,12435,957,1
12859,7484,2760,1
12860,13692,2168,1
12861,1768,2071,1
12862,11371,56,1
12863,4024,2761,1
12864,2109,3470,1
12865,5650,4016,1
12866,5550,2074,1
12867,10714,218,1
12868,3551,61,1
12869,12783,1883,1
12870,5039,2430,1
12871,5673,3952,1
12872,12709,4759,1
12873,12895,4641,1
12874,451,3203,1
12875,5581,2266,1
12876,13806,2966,1
12877,2538,4767,1
12878,8746,1801,1
12879,2815,2793,1
12880,11514,3488,1
12881,6412,4200,1
12882,12918,4378,1
12883,14581,255,1
12884,8629,829,1
12885,8001,4175,1
12886,13082,67,1
12887,9475,1313,1
12888,1915,341,1
12889,7873,164,1
12890,13811,2946,1
12891,3250,983,1
12892,9906,4203,1
12893,8637,2611,1
12894,5266,887,1
12895,13812,2408,1
12896,3450,1334,1
12897,12711,563,1
12898,10504,3413,1
12899,9949,1209,1
12900,5191,1085,1
12901,6246,4618,1
12902,8208,1703,1
12903,2131,3780,1
12904,1021,1216,1
12905,7399,2307,1
12906,1377,2541,1
12907,13727,3554,1
12908,12731,2684,1
12909,3596,1985,1
12910,3473,2502,1
12911,10954,2180,1
12912,13664,3556,1
12913,13617,2811,1
12914,12674,1653,1
12915,13688,3619,1
12916,6561,3058,1
12917,10449,360,1
12918,10487,2439,1
12919,10063,3125,1
12920,1664,2726,1
12921,1733,2586,1
12922,1983,2641,1
12923,5808,4001,1
12924,10646,187,1
12925,3324,3293,1
12926,10489,4323,1
12927,14029,3959,1
12928,14513,446,1
12929,2852,2142,1
12930,6350,4977,1
12931,14057,1722,1
12932,982,88,1
12933,3623,3790,1
12934,8538,870,1
12935,7339,639,1
12936,14368,3513,1
12937,2990,805,1
12938,2331,1529,1
12939,13330,3902,1
12940,7230,4341,1
12941,6481,2457,1
12942,14744,2513,1
12943,11657,781,1
12944,13112,1664,1
12945,6148,703,1
12946,13770,4298,1
12947,8012,4834,1
12948,10986,4563,1
12949,12716,1550,1
12950,7021,2104,1
12951,2449,2463,1
12952,7080,3206,1
12953,719,2249,1
12954,3448,401,1
12955,9272,77,1
12956,7880,2662,1
12957,12679,1779,1
12958,8608,2429,1
12959,7723,4364,1
12960,12602,2310,1
12961,2135,3106,1
12962,6353,15,1
12963,4046,774,1
12964,3218,3175,1
12965,9036,54,1
12966,4349,2490,1
12967,13375,4233,1
12968,6916,4698,1
12969,13836,4848,1
12970,1737,1542,1
12971,5622,1571,1
12972,1831,2121,1
12973,5994,2509,1
12974,1895,4906,1
12975,8766,126,1
12976,11587,3284,1
12977,8327,2755,1
12978,9606,1601,1
12979,1698,4227,1
12980,11354,4432,1
12981,14234,920,1
12982,2828,967,1
12983,3832,2000,1
12984,3162,3383,1
12985,721,4376,1
12986,6716,4739,1
12987,12993,3836,1
12988,11968,252,1
12989,6301,1789,1
12990,12087,4293,1
12991,7246,1695,1
12992,14390,2093,1
12993,5938,3182,1
12994,12927,4478,1
12995,3492,4437,1
12996,4477,1449,1
12997,13931,3578,1
12998,11863,372,1
12999,10641,4361,1
13000,3067,2354,1
13001,2434,3540,1
13002,5628,2413,1
13003,12092,3700,1
13004,12630,1242,1
13005,2277,4950,1
13006,5558,4488,1
13007,10232,1589,1
13008,7319,2415,1
13009,7210,423,1
13010,7599,4737,1
13011,713,1895,1
13012,9496,2816,1
13013,10011,4959,1
13014,7514,1180,1
13015,12556,1672,1
13016,8909,3606,1
13017,11386,4640,1
13018,5693,4335,1
13019,9259,3166,1
13020,8038,2622,1
13021,5870,4884,1
13022,8223,378,1
13023,14367,2186,1
13024,5211,2876,1
13025,8867,3107,1
13026,9690,319,1
13027,2547,1254,1
13028,366,4143,1
13029,2318,4468,1
13030,5649,3036,1
13031,5759,2952,1
13032,12308,3849,1
13033,11374,184,1
13034,12291,245,1
13035,5210,479,1
13036,68,2486,1
13037,13844,4484,1
13038,1646,4436,1
13039,3687,4362,1
13040,10333,1761,1
13041,14315,2357,1
13042,12092,4515,1
13043,5016,2694,1
13044,948,3228,1
13045,13208,4819,1
13046,3752,3182,1
13047,9989,2990,1
13048,2635,3622,1
13049,7938,1120,1
13050,5721,4356,1
13051,10422,1906,1
13052,163,4052,1
13053,7683,3976,1
13054,4118,4268,1
13055,10348,3179,1
13056,5755,2290,1
13057,13428,1985,1
13058,9696,4162,1
13059,972,2754,1
13060,11837,2657,1
13061,4612,3970,1
13062,8084,2681,1
13063,3915,2542,1
13064,11743,1017,1
13065,1562,2749,1
13066,3365,2087,1
13067,202,124,1
13068,11263,1709,1
13069,12326,4854,1
13070,3541,726,1
13071,4275,3927,1
13072,3646,2059,1
13073,7451,1331,1
13074,2236,567,1
13075,8937,4031,1
13076,5958,2915,1
13077,1199,2507,1
13078,13143,2358,1
13079,12092,211,1
13080,892,4117,1
13081,4313,289,1
13082,14194,3003,1
13083,10994,2633,1
13084,3205,1165,1
13085,6914,993,1
13086,12982,197,1
13087,10183,1178,1
13088,9124,352,1
13089,5948,151,1
13090,3907,2422,1
13091,10317,281,1
13092,13002,3750,1
13093,5101,780,1
13094,11078,2772,1
13095,1692,4186,1
13096,11828,4928,1
13097,2157,906,1
13098,13556,35,1
13099,6243,2997,1
13100,4617,256,1
13101,8547,1901,1
13102,14389,1941,1
13103,7988,897,1
13104,2137,1781,1
13105,747,2097,1
13106,5785,2804,1
13107,10979,4035,1
13108,3166,3334,1
13109,11738,4064,1
13110,2454,1196,1
13111,1231,2415,1
13112,1422,132,1
13113,8688,1739,1
13114,5311,188,1
13115,14432,4411,1
13116,10582,3330,1
13117,13332,1270,1
13118,12278,2427,1
13119,8550,1088,1
13120,8000,1982,1
13121,4235,246,1
13122,6250,1804,1
13123,12432,1386,1
13124,12030,3519,1
13125,12210,19,1
13126,13313,996,1
13127,9474,4117,1
13128,1668,638,1
13129,5614,2504,1
13130,6663,1784,1
13131,9517,2983,1
13132,1673,4935,1
13133,8283,360,1
13134,14220,1882,1
13135,5786,4027,1
13136,6518,3695,1
13137,58,2032,1
13138,7442,4195,1
13139,13319,226,1
13140,4197,1405,1
13141,9080,3930,1
13142,10900,471,1
13143,10928,4201,1
13144,7562,1194,1
13145,2901,1933,1
13146,14272,2126,1
13147,4758,511,1
13148,2525,3971,1
13149,3738,1279,1
13150,1309,142,1
13151,5467,2029,1
13152,9342,1251,1
13153,4922,2309,1
13154,7021,1244,1
13155,11580,3894,1
13156,10375,2003,1
13157,7785,2711,1
13158,1084,1506,1
13159,8813,366,1
13160,6981,3252,1
13161,14047,4599,1
13162,9006,4391,1
13163,3128,3445,1
13164,11247,2961,1
13165,11510,1448,1
13166,828,4844,1
13167,110,2227,1
13168,11733,3688,1
13169,13879,1624,1
13170,6775,2691,1
13171,9379,451,1
13172,5513,455,1
13173,8729,4000,1
13174,14563,3640,1
13175,14085,3649,1
13176,2609,200,1
13177,10754,1168,1
13178,213,3730,1
13179,4230,3934,1
13180,666,2383,1
13181,11795,3902,1
13182,3493,952,1
13183,4477,4752,1
13184,11614,3432,1
13185,4295,325,1
13186,6661,3285,1
13187,3008,4652,1
13188,7263,1692,1
13189,7300,232,1
13190,1415,2406,1
13191,9765,4766,1
13192,2225,1786,1
13193,960,4046,1
13194,14042,1112,1
13195,9684,3125,1
13196,6763,3759,1
13197,9452,4596,1
13198,12900,3700,1
13199,7710,3986,1
13200,9102,1449,1
13201,1524,185,1
13202,8801,829,1
13203,7320,1087,1
13204,2132,1949,1
13205,2685,763,1
13206,3194,4439,1
13207,1728,4841,1
13208,5097,2670,1
13209,7901,1444,1
13210,5871,3671,1
13211,5430,4655,1
13212,14885,3223,1
13213,8646,3385,1
13214,1301,3823,1
13215,11476,4690,1
13216,12256,2421,1
13217,4227,4142,1
13218,32,1496,1
13219,13246,829,1
13220,9388,303,1
13221,6497,1021,1
13222,12434,3335,1
13223,14267,4637,1
13224,6326,2056,1
13225,14967,4950,1
13226,1257,1042,1
13227,13441,1216,1
13228,12205,729,1
13229,13486,102,1
13230,13124,1058,1
13231,2044,1623,1
13232,8841,2873,1
13233,856,866,1
13234,7774,3537,1
13235,6327,3853,1
13236,9004,3663,1
13237,8308,2530,1
13238,8754,4451,1
13239,5888,879,1
13240,7700,4211,1
13241,3736,656,1
13242,4636,4006,1
13243,4408,4675,1
13244,662,2850,1
13245,8629,2976,1
13246,5230,2243,1
13247,10673,1731,1
13248,12956,4609,1
13249,2663,1896,1
13250,13375,2316,1
13251,3197,4953,1
13252,6816,3415,1
13253,1530,4558,1
13254,4253,854,1
13255,7997,258,1
13256,8390,3717,1
13257,12005,542,1
13258,316,1022,1
13259,1599,501,1
13260,13981,4870,1
13261,3474,1740,1
13262,8557,1870,1
13263,13335,3883,1
13264,13086,2569,1
13265,10995,899,1
13266,13784,4150,1
13267,10566,1782,1
13268,2907,2828,1
13269,11206,4750,1
13270,11745,1588,1
13271,14221,4995,1
13272,7977,2544,1
13273,12698,1885,1
13274,13806,3415,1
13275,6355,4386,1
13276,6398,1993,1
13277,11304,2524,1
13278,11510,3981,1
13279,6994,4962,1
13280,1371,2189,1
13281,6242,2402,1
13282,14467,3354,1
13283,10262,456,1
13284,322,1234,1
13285,9726,4085,1
13286,6576,1370,1
13287,7749,3790,1
13288,2552,4978,1
13289,11283,1104,1
13290,4076,4804,1
13291,4087,3301,1
13292,7348,4727,1
13293,4850,3942,1
13294,12437,4654,1
13295,3734,661,1
13296,13886,4977,1
13297,934,4382,1
13298,2829,2157,1
13299,1767,1506,1
13300,9296,1541,1
13301,9164,415,1
13302,2928,3132,1
13303,12831,4455,1
13304,1800,845,1
13305,6091,2522,1
13306,7107,3241,1
13307,6511,4443,1
13308,7051,2564,1
13309,749,1173,1
13310,12494,4589,1
13311,1168,752,1
13312,1739,4792,1
13313,9500,4404,1
13314,6931,2058,1
13315,5015,3408,1
13316,58,472,1
13317,605,3216,1
13318,5996,4701,1
13319,7945,2217,1
13320,508,4166,1
13321,12015,905,1
13322,12256,4483,1
13323,1272,624,1
13324,3744,892,1
13325,6068,4477,1
13326,4494,397,1
13327,563,127,1
13328,14399,864,1
13329,3655,2449,1
13330,6591,630,1
13331,14593,1864,1
13332,11019,377,1
13333,11852,844,1
13334,4184,4681,1
13335,7303,4425,1
13336,521,3889,1
13337,7107,1329,1
13338,3421,4317,1
13339,3612,3015,1
13340,10175,3499,1
13341,6717,3546,1
13342,4303,4114,1
13343,7604,2429,1
13344,10726,3267,1
13345,4317,2143,1
13346,3039,4483,1
13347,9338,1244,1
13348,4720,115,1
13349,5767,1839,1
13350,8536,2060,1
13351,7539,794,1
13352,898,2210,1
13353,7147,3772,1
13354,13984,3788,1
13355,11921,1693,1
13356,9451,2364,1
13357,4810,3857,1
13358,11878,1537,1
13359,10998,4863,1
13360,12771,271,1
13361,11984,3828,1
13362,6221,2144,1
13363,7396,3553,1
13364,3756,625,1
13365,12936,4678,1
13366,11639,427,1
13367,10995,2353,1
13368,14332,4573,1
13369,13523,3975,1
13370,3835,2123,1
13371,11139,3126,1
13372,6377,4397,1
13373,8457,3860,1
13374,9032,541,1
13375,8997,2888,1
13376,10803,3958,1
13377,405,4131,1
13378,12142,2142,1
13379,11677,4146,1
13380,5684,4169,1
13381,4028,3739,1
13382,13363,1858,1
13383,114,114,1
13384,11363,4141,1
13385,14614,1439,1
13386,11532,1742,1
13387,4092,2629,1
13388,3804,3288,1
13389,14019,1601,1
13390,6295,3635,1
13391,10781,1629,1
13392,1097,13,1
13393,5471,2784,1
13394,7455,2500,1
13395,768,2260,1
13396,13444,133,1
13397,3367,1020,1
13398,11063,3524,1
13399,605,1368,1
13400,6258,4584,1
13401,9953,447,1
13402,10837,3138,1
13403,14474,4431,1
13404,697,3186,1
13405,7687,4339,1
13406,6520,2382,1
13407,13738,4338,1
13408,13729,3488,1
13409,8468,1488,1
13410,6243,299,1
13411,7002,2763,1
13412,3407,3442,1
13413,1652,540,1
13414,9863,3157,1
13415,14902,432,1
13416,4341,4345,1
13417,4240,2291,1
13418,5500,1426,1
13419,3560,96,1
13420,13859,3431,1
13421,14928,3006,1
13422,816,4707,1
13423,12089,1218,1
13424,8417,4267,1
13425,5774,2309,1
13426,413,3593,1
13427,11470,3251,1
13428,297,3308,1
13429,4905,4719,1
13430,9575,4938,1
13431,14395,1886,1
13432,5577,1395,1
13433,11967,4703,1
13434,8955,1827,1
13435,2627,1035,1
13436,10023,3347,1
13437,193,2502,1
13438,7033,3532,1
13439,997,842,1
13440,13594,2978,1
13441,10218,2597,1
13442,1059,3937,1
13443,2944,71,1
13444,8383,2287,1
13445,792,3042,1
13446,9931,2350,1
13447,13712,2853,1
13448,10,827,1
13449,11769,1951,1
13450,4968,2760,1
13451,3293,3565,1
13452,1192,802,1
13453,7215,3584,1
13454,14777,2896,1
13455,6363,2742,1
13456,3675,249,1
13457,5772,3483,1
13458,3295,4776,1
13459,7804,4155,1
13460,1709,2439,1
13461,13886,4983,1
13462,1103,4293,1
13463,11063,2778,1
13464,6755,4814,1
13465,4219,791,1
13466,4958,2461,1
13467,7620,1033,1
13468,3051,3936,1
13469,6438,1942,1
13470,2962,4040,1
13471,9006,833,1
13472,5230,4652,1
13473,4712,971,1
13474,10311,4641,1
13475,13871,4557,1
13476,3022,4088,1
13477,3303,2932,1
13478,1999,3036,1
13479,14710,3185,1
13480,1608,3110,1
13481,8401,732,1
13482,3152,791,1
13483,596,1324,1
13484,14739,1249,1
13485,7913,2118,1
13486,6474,1690,1
13487,7106,720,1
13488,8775,1158,1
13489,11361,4137,1
13490,4006,1609,1
13491,11724,3551,1
13492,9447,1278,1
13493,9678,724,1
13494,7623,2846,1
13495,608,2101,1
13496,4686,1744,1
13497,13687,2448,1
13498,11132,1985,1
13499,2095,4674,1
13500,9933,1745,1
13501,1870,2659,1
13502,8332,2194,1
13503,2499,535,1
13504,4483,2469,1
13505,596,1321,1
13506,1320,275,1
13507,14799,3909,1
13508,1723,2532,1
13509,10064,4467,1
13510,11379,2632,1
13511,4698,1299,1
13512,8849,1968,1
13513,5833,4161,1
13514,7493,712,1
13515,10163,2679,1
13516,3476,603,1
13517,10687,169,1
13518,14883,771,1
13519,6837,3489,1
13520,7013,2203,1
13521,3749,855,1
13522,11616,4579,1
13523,8324,2869,1
13524,4374,4128,1
13525,4865,869,1
13526,2792,2909,1
13527,2726,3199,1
13528,4100,2266,1
13529,12330,1034,1
13530,959,3663,1
13531,11059,2614,1
13532,5949,4501,1
13533,10713,4196,1
13534,1509,3057,1
13535,8645,2891,1
13536,10346,22,1
13537,12512,4656,1
13538,8812,1798,1
13539,10808,1377,1
13540,9038,2036,1
13541,7157,2190,1
13542,2056,17,1
13543,250,4108,1
13544,10068,4682,1
13545,5727,2255,1
13546,10373,3914,1
13547,14404,2132,1
13548,676,161,1
13549,13319,4656,1
13550,5533,4401,1
13551,4014,4409,1
13552,12014,3608,1
13553,12129,2295,1
13554,6983,1439,1
13555,10182,1389,1
13556,10476,1662,1
13557,9584,714,1
13558,7712,4537,1
13559,5985,4551,1
13560,2572,275,1
13561,12556,605,1
13562,9213,414,1
13563,8072,492,1
13564,2444,4445,1
13565,11207,506,1
13566,10054,2382,1
13567,11309,2278,1
13568,4756,2582,1
13569,5163,1176,1
13570,12349,2066,1
13571,14258,1687,1
13572,6167,2728,1
13573,10525,2550,1
13574,2500,321,1
13575,1816,2156,1
13576,7457,3771,1
13577,11581,110,1
13578,11442,3478,1
13579,5613,1651,1
13580,2057,4835,1
13581,4355,1893,1
13582,2694,1804,1
13583,5860,1151,1
13584,2984,4812,1
13585,8739,3415,1
13586,218,4100,1
13587,2321,793,1
13588,10457,1423,1
13589,5825,1765,1
13590,5041,2595,1
13591,5618,4054,1
13592,8918,981,1
13593,12245,1728,1
13594,5408,3935,1
13595,12878,3885,1
13596,13264,2408,1
13597,11760,1260,1
13598,13904,2376,1
13599,11097,2551,1
13600,1543,1822,1
13601,6005,2192,1
13602,1954,3121,1
13603,14142,1119,1
13604,10942,1343,1
13605,2216,2090,1
13606,4289,4389,1
13607,8443,3066,1
13608,10096,1364,1
13609,3258,1166,1
13610,155,2460,1
13611,8120,4790,1
13612,11333,328,1
13613,10522,1581,1
13614,4784,4269,1
13615,9407,1436,1
13616,885,4304,1
13617,3773,2383,1
13618,1777,3740,1
13619,3373,2511,1
13620,7531,876,1
13621,9006,3963,1
13622,12521,2563,1
13623,11407,4339,1
13624,14923,4717,1
13625,5150,2027,1
13626,1127,2970,1
13627,12654,2945,1
13628,12115,3215,1
13629,6125,2187,1
13630,3930,2440,1
13631,6451,472,1
